PracticeTrialsLoop.thisRepN,PracticeTrialsLoop.thisTrialN,PracticeTrialsLoop.thisN,PracticeTrialsLoop.thisIndex,WelcomeText.started,WelcomeText.stopped,DepressionQuestionnaire.index,DepressionQuestionnaire.itemText,DepressionQuestionnaire.type,DepressionQuestionnaire.response,DepressionQuestionnaire.rt,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,instructionsText.started,instructionsText.stopped,nextScreen.keys,nextScreen.rt,nextScreen.started,nextScreen.stopped,hasPeriphery.started,hasPeriphery.stopped,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,noPeriphery.started,noPeriphery.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,9.856155000001309,None,Sadness,test,radio,None,None,,,,,,,,,,,,,,,,,,,,,,d,001,2021_Jul_08_1501,UniformityIllusion,2021.1.4,60.11504818045226,
,,,,,,,,,,,11.904804549997788,None,1,[0.03323489999456797],[0.03323939999972936],11.905769799996051,None,space,4.497088200005237,11.905769799996051,None,,,,,,,,,,,d,001,2021_Jul_08_1501,UniformityIllusion,2021.1.4,60.11504818045226,
0,0,0,0,,,,,,,,,,,,,,,,,,,16.537303999997675,None,16.537303999997675,None,space,7.634171300000162,16.537303999997675,None,16.537303999997675,None,d,001,2021_Jul_08_1501,UniformityIllusion,2021.1.4,60.11504818045226,
1,0,1,0,,,,,,,,,,,,,,,,,,,24.386042999991332,None,24.386042999991332,None,space,1.602595400006976,24.386042999991332,None,24.386042999991332,None,d,001,2021_Jul_08_1501,UniformityIllusion,2021.1.4,60.11504818045226,
2,0,2,0,,,,,,,,,,,,,,,,,,,26.268659900000785,None,26.268659900000785,None,space,1.1195080000034068,26.268659900000785,None,26.268659900000785,None,d,001,2021_Jul_08_1501,UniformityIllusion,2021.1.4,60.11504818045226,
3,0,3,0,,,,,,,,,,,,,,,,,,,27.552556199996616,None,27.552556199996616,None,space,5.395891000007396,27.552556199996616,None,27.552556199996616,None,d,001,2021_Jul_08_1501,UniformityIllusion,2021.1.4,60.11504818045226,
