startImage,endImage,AB,PracticeTrialsLoop.thisRepN,PracticeTrialsLoop.thisTrialN,PracticeTrialsLoop.thisN,PracticeTrialsLoop.thisIndex,TestTrialsLoop.thisRepN,TestTrialsLoop.thisTrialN,TestTrialsLoop.thisN,TestTrialsLoop.thisIndex,WelcomeText.started,WelcomeText.stopped,DepressionQuestionnaire.index,DepressionQuestionnaire.itemText,DepressionQuestionnaire.type,DepressionQuestionnaire.response,DepressionQuestionnaire.rt,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,instructionsText.started,instructionsText.stopped,nextScreen.keys,nextScreen.rt,nextScreen.started,nextScreen.stopped,hasPeriphery.started,hasPeriphery.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,noPeriphery.started,noPeriphery.stopped,text.started,text.stopped,hasPeriphery_2.started,hasPeriphery_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,noPeriphery_2.started,noPeriphery_2.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,8.043465900002047,None,Sadness,test,choice,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1328,UniformityIllusion,2021.1.4,59.89124946386988,
,,,,,,,,,,,,,,,,,,10.110081100021489,None,1,[0.932998200005386],[0.9330048999981955],10.993280000024242,None,space,0.26814859997830354,10.993280000024242,None,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1328,UniformityIllusion,2021.1.4,59.89124946386988,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1a.png,a,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,11.493121700012125,None,space,0.5529294000007212,11.493121700012125,None,11.493121700012125,None,11.493121700012125,None,,,,,,,,,,,,001,2021_Jul_09_1328,UniformityIllusion,2021.1.4,59.89124946386988,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1b.png,b,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,12.343423200014513,None,space,0.5582998000027146,12.343423200014513,None,12.343423200014513,None,12.343423200014513,None,,,,,,,,,,,,001,2021_Jul_09_1328,UniformityIllusion,2021.1.4,59.89124946386988,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2a.png,a,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,13.159517500025686,None,space,0.4944184999912977,13.159517500025686,None,13.159517500025686,None,13.159517500025686,None,,,,,,,,,,,,001,2021_Jul_09_1328,UniformityIllusion,2021.1.4,59.89124946386988,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2b.png,b,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,13.90974780000397,None,space,0.4968702999758534,13.90974780000397,None,13.90974780000397,None,13.90974780000397,None,,,,,,,,,,,,001,2021_Jul_09_1328,UniformityIllusion,2021.1.4,59.89124946386988,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3a.png,a,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,14.626268799998797,None,space,0.5561347000184469,14.626268799998797,None,14.626268799998797,None,14.626268799998797,None,,,,,,,,,,,,001,2021_Jul_09_1328,UniformityIllusion,2021.1.4,59.89124946386988,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3b.png,b,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,15.47576790000312,None,space,0.5710056999814697,15.47576790000312,None,15.47576790000312,None,15.47576790000312,None,,,,,,,,,,,,001,2021_Jul_09_1328,UniformityIllusion,2021.1.4,59.89124946386988,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\4start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\4a.png,a,,,,,0,0,0,0,16.159472400002414,None,,,,,,,,,,,,,,,,,,,,,,,,,,,18.34180410002591,None,space,0.536774999985937,18.34180410002591,None,18.34180410002591,None,18.34180410002591,None,,001,2021_Jul_09_1328,UniformityIllusion,2021.1.4,59.89124946386988,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\4start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\4b.png,b,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.22538300001179,None,space,0.7653666000114754,19.22538300001179,None,19.22538300001179,None,19.22538300001179,None,,001,2021_Jul_09_1328,UniformityIllusion,2021.1.4,59.89124946386988,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\5start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\5a.png,a,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.357701700006146,None,space,0.40931149999960326,20.357701700006146,None,20.357701700006146,None,20.357701700006146,None,,001,2021_Jul_09_1328,UniformityIllusion,2021.1.4,59.89124946386988,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\5start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\5b.png,b,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.090914300002623,None,space,0.3556199999875389,21.090914300002623,None,21.090914300002623,None,21.090914300002623,None,,001,2021_Jul_09_1328,UniformityIllusion,2021.1.4,59.89124946386988,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\6start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\6a.png,a,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.807417100004386,None,space,0.4236751999997068,21.807417100004386,None,21.807417100004386,None,21.807417100004386,None,,001,2021_Jul_09_1328,UniformityIllusion,2021.1.4,59.89124946386988,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\6start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\6b.png,b,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.490648400009377,None,space,0.2602288999769371,22.490648400009377,None,22.490648400009377,None,22.490648400009377,None,,001,2021_Jul_09_1328,UniformityIllusion,2021.1.4,59.89124946386988,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\7start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\7a.png,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.024050600011833,None,space,0.20666870000422932,23.024050600011833,None,23.024050600011833,None,23.024050600011833,None,,001,2021_Jul_09_1328,UniformityIllusion,2021.1.4,59.89124946386988,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\7start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\7b.png,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.607052900013514,None,space,0.2396399000135716,23.607052900013514,None,23.607052900013514,None,23.607052900013514,None,,001,2021_Jul_09_1328,UniformityIllusion,2021.1.4,59.89124946386988,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\8start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\8a.png,None,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.19031000000541,None,space,0.1125418999872636,24.19031000000541,None,24.19031000000541,None,24.19031000000541,None,,001,2021_Jul_09_1328,UniformityIllusion,2021.1.4,59.89124946386988,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\8start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\8b.png,None,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5902114000055,None,space,0.15270869998494163,24.5902114000055,None,24.5902114000055,None,24.5902114000055,None,,001,2021_Jul_09_1328,UniformityIllusion,2021.1.4,59.89124946386988,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\9start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\9a.png,None,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.09137790001114,None,space,0.0919720999954734,25.09137790001114,None,25.09137790001114,None,25.09137790001114,None,,001,2021_Jul_09_1328,UniformityIllusion,2021.1.4,59.89124946386988,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\9start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\9b.png,None,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.473992100014584,None,space,0.15764900000067428,25.473992100014584,None,25.473992100014584,None,25.473992100014584,None,,001,2021_Jul_09_1328,UniformityIllusion,2021.1.4,59.89124946386988,
