PracticeTrialsLoop.thisRepN,PracticeTrialsLoop.thisTrialN,PracticeTrialsLoop.thisN,PracticeTrialsLoop.thisIndex,WelcomeText.started,WelcomeText.stopped,DepressionQuestionnaire.index,DepressionQuestionnaire.itemText,DepressionQuestionnaire.type,DepressionQuestionnaire.response,DepressionQuestionnaire.rt,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,instructionsText.started,instructionsText.stopped,nextScreen.keys,nextScreen.rt,nextScreen.started,nextScreen.stopped,hasPeriphery.started,hasPeriphery.stopped,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,noPeriphery.started,noPeriphery.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,9.393458299993654,None,Sadness,test,radio,None,None,,,,,,,,,,,,,,,,,,,,,,r,001,2021_Jul_08_1509,UniformityIllusion,2021.1.4,59.88622814194852,
,,,,,,,,,,,11.460009300004458,None,1,[0.9324247000040486],[0.9324293000099715],12.342800200000056,None,space,0.6384673999855295,12.342800200000056,None,,,,,,,,,,,r,001,2021_Jul_08_1509,UniformityIllusion,2021.1.4,59.88622814194852,
0,0,0,0,,,,,,,,,,,,,,,,,,,13.143132199998945,23.24144620000152,13.143132199998945,None,space,12.063962100000936,13.143132199998945,None,13.143132199998945,23.24144620000152,r,001,2021_Jul_08_1509,UniformityIllusion,2021.1.4,59.88622814194852,
