startImage,midImage,endImage,AB,PracticeTrialsLoop.thisRepN,PracticeTrialsLoop.thisTrialN,PracticeTrialsLoop.thisN,PracticeTrialsLoop.thisIndex,TestTrialsLoop.thisRepN,TestTrialsLoop.thisTrialN,TestTrialsLoop.thisN,TestTrialsLoop.thisIndex,WelcomeText.started,WelcomeText.stopped,DepressionQuestionnaire.index,DepressionQuestionnaire.itemText,DepressionQuestionnaire.type,DepressionQuestionnaire.Scoring,DepressionQuestionnaire.response,DepressionQuestionnaire.rt,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,instructionsText.started,instructionsText.stopped,nextScreen.keys,nextScreen.rt,nextScreen.started,nextScreen.stopped,stimulusInterval,hasPeriphery.started,hasPeriphery.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,noPeriphery.started,noPeriphery.stopped,final.started,final.stopped,blank_screen.started,blank_screen.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,7.297814600000493,None,Sadness,Sadness,choice,"0,1,2,3",None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_29_1120,UniformityIllusion,2021.1.4,74.5976946329865,
,,,,,,,,,,,,,,Pessimism,Pessimism,choice,"0,1,2,3",None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_29_1120,UniformityIllusion,2021.1.4,74.5976946329865,
,,,,,,,,,,,,,,,,,,,,9.39134120000017,None,1,[1.0938663000006272],[1.093871200000649],10.444741199999953,None,space,0.6514836000005744,10.444741199999953,None,,,,,,,,,,,,,,,,,001,2021_Jul_29_1120,UniformityIllusion,2021.1.4,74.5976946329865,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1a.png,a,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,2,11.404563000000053,None,space,0.6437956999998278,11.404563000000053,None,11.404563000000053,None,None,None,None,None,11.404563000000053,None,,001,2021_Jul_29_1120,UniformityIllusion,2021.1.4,74.5976946329865,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1b.png,b,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,3,12.511507700000038,None,space,0.3132768000004944,12.511507700000038,None,12.511507700000038,None,None,None,None,None,12.511507700000038,None,,001,2021_Jul_29_1120,UniformityIllusion,2021.1.4,74.5976946329865,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2a.png,a,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,2,13.124483200000213,None,space,0.36400529999991704,13.124483200000213,None,13.124483200000213,None,None,None,None,None,13.124483200000213,None,,001,2021_Jul_29_1120,UniformityIllusion,2021.1.4,74.5976946329865,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2b.png,b,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,3,13.817755400000351,None,space,0.1914161000004242,13.817755400000351,None,13.817755400000351,None,None,None,None,None,13.817755400000351,None,,001,2021_Jul_29_1120,UniformityIllusion,2021.1.4,74.5976946329865,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3a.png,a,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,3,14.377738799999861,None,space,0.27877209999951447,14.377738799999861,None,14.377738799999861,None,None,None,None,None,14.377738799999861,None,,001,2021_Jul_29_1120,UniformityIllusion,2021.1.4,74.5976946329865,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3b.png,b,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,3,14.964883700000428,None,space,0.46058389999961946,14.964883700000428,None,14.964883700000428,None,None,None,None,None,14.964883700000428,None,,001,2021_Jul_29_1120,UniformityIllusion,2021.1.4,74.5976946329865,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\4start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\4a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\4a.png,a,,,,,0,0,0,0,15.604578600000423,None,,,,,,,,,,,,,,,,,,2,17.832200700000612,None,space,3.4327969000005396,17.832200700000612,None,17.832200700000612,None,20.51171450000038,None,20.712103300000308,21.098713400000634,17.832200700000612,None,,001,2021_Jul_29_1120,UniformityIllusion,2021.1.4,74.5976946329865,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\4start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\4a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\4b.png,b,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,3,21.631820999999945,None,space,7.129898300000605,21.631820999999945,None,21.631820999999945,None,25.672631999999794,None,27.886587599999984,28.246222800000396,21.631820999999945,None,,001,2021_Jul_29_1120,UniformityIllusion,2021.1.4,74.5976946329865,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\5start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\5a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\5a.png,a,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,2,29.206447300000036,None,space,1.0756287000003795,29.206447300000036,None,29.206447300000036,None,None,None,None,None,29.206447300000036,None,,001,2021_Jul_29_1120,UniformityIllusion,2021.1.4,74.5976946329865,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\5start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\5a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\5b.png,b,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,3,30.659946100000525,40.88709749999998,None,,30.659946100000525,None,30.659946100000525,40.88709749999998,35.247358200000235,None,39.47397580000052,39.90079229999992,30.659946100000525,None,,001,2021_Jul_29_1120,UniformityIllusion,2021.1.4,74.5976946329865,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\6start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\6a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\6a.png,a,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,2,42.9276361000002,None,space,0.14734930000031454,42.9276361000002,None,42.9276361000002,None,None,None,None,None,42.9276361000002,None,,001,2021_Jul_29_1120,UniformityIllusion,2021.1.4,74.5976946329865,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\6start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\6a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\6b.png,b,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,3,43.44778260000021,None,space,0.995896299999913,43.44778260000021,None,43.44778260000021,None,None,None,None,None,43.44778260000021,None,,001,2021_Jul_29_1120,UniformityIllusion,2021.1.4,74.5976946329865,
