PracticeTrialsLoop.thisRepN,PracticeTrialsLoop.thisTrialN,PracticeTrialsLoop.thisN,PracticeTrialsLoop.thisIndex,WelcomeText.started,WelcomeText.stopped,DepressionQuestionnaire.index,DepressionQuestionnaire.itemText,DepressionQuestionnaire.type,DepressionQuestionnaire.response,DepressionQuestionnaire.rt,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,instructionsText.started,instructionsText.stopped,nextScreen.keys,nextScreen.rt,nextScreen.started,nextScreen.stopped,hasPeriphery.started,hasPeriphery.stopped,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,noPeriphery.started,noPeriphery.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,10.361144399998011,None,Sadness,test,radio,None,None,,,,,,,,,,,,,,,,,,,,,,d,001,2021_Jul_08_1350,UniformityIllusion,2021.1.4,59.81859413069898,
,,,,,,,,,,,12.408228500004043,None,1,[1.6000940000085393],[1.6000984999991488],13.957899700006237,None,space,4.574386599997524,13.957899700006237,None,,,,,,,,,,,d,001,2021_Jul_08_1350,UniformityIllusion,2021.1.4,59.81859413069898,
0,0,0,0,,,,,,,,,,,,,,,,,,,18.657190199999604,28.755407300006482,18.657190199999604,None,space,12.498973500012653,18.657190199999604,None,18.657190199999604,28.755407300006482,d,001,2021_Jul_08_1350,UniformityIllusion,2021.1.4,59.81859413069898,
