startImage,endImage,AB,PracticeTrialsLoop.thisRepN,PracticeTrialsLoop.thisTrialN,PracticeTrialsLoop.thisN,PracticeTrialsLoop.thisIndex,TestTrialsLoop.thisRepN,TestTrialsLoop.thisTrialN,TestTrialsLoop.thisN,TestTrialsLoop.thisIndex,WelcomeText.started,WelcomeText.stopped,DepressionQuestionnaire.index,DepressionQuestionnaire.itemText,DepressionQuestionnaire.type,DepressionQuestionnaire.response,DepressionQuestionnaire.rt,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,instructionsText.started,instructionsText.stopped,nextScreen.keys,nextScreen.rt,nextScreen.started,nextScreen.stopped,hasPeriphery.started,hasPeriphery.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,noPeriphery.started,noPeriphery.stopped,text.started,text.stopped,hasPeriphery_2.started,hasPeriphery_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,noPeriphery_2.started,noPeriphery_2.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,8.058137899992289,None,Sadness,test,choice,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1327,UniformityIllusion,2021.1.4,59.959479385906036,
,,,,,,,,,,,,,,,,,,10.108124999998836,None,1,[1.3343223000119906],[1.3343262000125833],11.407864899985725,None,space,0.3159432999964338,11.407864899985725,None,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1327,UniformityIllusion,2021.1.4,59.959479385906036,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1a.png,a,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,11.958122000010917,None,space,3.486227699992014,11.958122000010917,None,11.958122000010917,None,11.958122000010917,None,,,,,,,,,,,,001,2021_Jul_09_1327,UniformityIllusion,2021.1.4,59.959479385906036,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1b.png,b,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,15.790535000007367,None,space,1.9506878000102006,15.790535000007367,None,15.790535000007367,None,15.790535000007367,None,,,,,,,,,,,,001,2021_Jul_09_1327,UniformityIllusion,2021.1.4,59.959479385906036,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2a.png,a,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,18.056855100003304,None,space,0.5322487000084948,18.056855100003304,None,18.056855100003304,None,18.056855100003304,None,,,,,,,,,,,,001,2021_Jul_09_1327,UniformityIllusion,2021.1.4,59.959479385906036,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2b.png,b,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,18.89002839999739,None,space,1.2189270999806467,18.89002839999739,None,18.89002839999739,None,18.89002839999739,None,,,,,,,,,,,,001,2021_Jul_09_1327,UniformityIllusion,2021.1.4,59.959479385906036,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3a.png,a,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,20.372523199999705,None,space,1.672953500004951,20.372523199999705,None,20.372523199999705,None,20.372523199999705,None,,,,,,,,,,,,001,2021_Jul_09_1327,UniformityIllusion,2021.1.4,59.959479385906036,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3b.png,b,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,22.27282519999426,None,space,1.9570326000102796,22.27282519999426,None,22.27282519999426,None,22.27282519999426,None,,,,,,,,,,,,001,2021_Jul_09_1327,UniformityIllusion,2021.1.4,59.959479385906036,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\4start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\4b.png,b,,,,,0,0,0,0,24.404826099984348,None,,,,,,,,,,,,,,,,,,,,,,,,,,,26.605503200000385,None,space,1.8000443000055384,26.605503200000385,None,26.605503200000385,None,26.605503200000385,None,,001,2021_Jul_09_1327,UniformityIllusion,2021.1.4,59.959479385906036,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\5start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\5a.png,a,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.77167499999632,None,space,6.266729900002247,28.77167499999632,None,28.77167499999632,None,28.77167499999632,None,,001,2021_Jul_09_1327,UniformityIllusion,2021.1.4,59.959479385906036,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\5start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\5b.png,b,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.386258199985605,None,space,1.0764065999828745,35.386258199985605,None,35.386258199985605,None,35.386258199985605,None,,001,2021_Jul_09_1327,UniformityIllusion,2021.1.4,59.959479385906036,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\6start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\6a.png,a,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.736679900001036,None,space,0.5335571000177879,36.736679900001036,None,36.736679900001036,None,36.736679900001036,None,,001,2021_Jul_09_1327,UniformityIllusion,2021.1.4,59.959479385906036,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\6start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\6b.png,b,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.536335399985546,None,space,0.8388015999807976,37.536335399985546,None,37.536335399985546,None,37.536335399985546,None,,001,2021_Jul_09_1327,UniformityIllusion,2021.1.4,59.959479385906036,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\7start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\7a.png,None,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.7023865999945,None,space,0.6480701999971643,38.7023865999945,None,38.7023865999945,None,38.7023865999945,None,,001,2021_Jul_09_1327,UniformityIllusion,2021.1.4,59.959479385906036,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\7start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\7b.png,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.752259600005345,None,space,0.6302152000134811,39.752259600005345,None,39.752259600005345,None,39.752259600005345,None,,001,2021_Jul_09_1327,UniformityIllusion,2021.1.4,59.959479385906036,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\8start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\8a.png,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.735012099990854,None,space,0.5279814999958035,40.735012099990854,None,40.735012099990854,None,40.735012099990854,None,,001,2021_Jul_09_1327,UniformityIllusion,2021.1.4,59.959479385906036,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\8start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\8b.png,None,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.53483029999188,None,space,0.8639545000041835,41.53483029999188,None,41.53483029999188,None,41.53483029999188,None,,001,2021_Jul_09_1327,UniformityIllusion,2021.1.4,59.959479385906036,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\9start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\9a.png,None,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.66830459999619,None,space,0.6904722000181209,42.66830459999619,None,42.66830459999619,None,42.66830459999619,None,,001,2021_Jul_09_1327,UniformityIllusion,2021.1.4,59.959479385906036,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\9start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\9b.png,None,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.65108829998644,None,space,0.7006219000031706,43.65108829998644,None,43.65108829998644,None,43.65108829998644,None,,001,2021_Jul_09_1327,UniformityIllusion,2021.1.4,59.959479385906036,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\10start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\10a.png,None,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.65090149999014,None,space,0.7246020000020508,44.65090149999014,None,44.65090149999014,None,44.65090149999014,None,,001,2021_Jul_09_1327,UniformityIllusion,2021.1.4,59.959479385906036,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\10start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\10b.png,None,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.784664400009206,None,space,0.7587602999992669,45.784664400009206,None,45.784664400009206,None,45.784664400009206,None,,001,2021_Jul_09_1327,UniformityIllusion,2021.1.4,59.959479385906036,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\11start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\11a.png,None,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.9678172999993,None,space,0.5759053999790922,46.9678172999993,None,46.9678172999993,None,46.9678172999993,None,,001,2021_Jul_09_1327,UniformityIllusion,2021.1.4,59.959479385906036,
