startImage,endImage,AB,PracticeTrialsLoop.thisRepN,PracticeTrialsLoop.thisTrialN,PracticeTrialsLoop.thisN,PracticeTrialsLoop.thisIndex,TestTrialsLoop.thisRepN,TestTrialsLoop.thisTrialN,TestTrialsLoop.thisN,TestTrialsLoop.thisIndex,WelcomeText.started,WelcomeText.stopped,DepressionQuestionnaire.index,DepressionQuestionnaire.itemText,DepressionQuestionnaire.type,DepressionQuestionnaire.response,DepressionQuestionnaire.rt,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,instructionsText.started,instructionsText.stopped,nextScreen.keys,nextScreen.rt,nextScreen.started,nextScreen.stopped,hasPeriphery.started,hasPeriphery.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,noPeriphery.started,noPeriphery.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1b.png,b,,,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1257,UniformityIllusion,2021.1.4,60.29602938324256,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3a.png,a,,,,,0,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1257,UniformityIllusion,2021.1.4,60.29602938324256,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1a.png,a,,,,,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1257,UniformityIllusion,2021.1.4,60.29602938324256,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2b.png,b,,,,,0,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1257,UniformityIllusion,2021.1.4,60.29602938324256,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3a.png,a,,,,,1,0,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1257,UniformityIllusion,2021.1.4,60.29602938324256,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1a.png,a,,,,,1,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1257,UniformityIllusion,2021.1.4,60.29602938324256,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2b.png,b,,,,,1,2,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1257,UniformityIllusion,2021.1.4,60.29602938324256,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2a.png,a,,,,,1,3,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1257,UniformityIllusion,2021.1.4,60.29602938324256,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3b.png,b,,,,,1,4,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1257,UniformityIllusion,2021.1.4,60.29602938324256,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1b.png,b,,,,,1,5,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1257,UniformityIllusion,2021.1.4,60.29602938324256,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2a.png,a,,,,,2,0,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1257,UniformityIllusion,2021.1.4,60.29602938324256,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2b.png,b,,,,,2,1,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1257,UniformityIllusion,2021.1.4,60.29602938324256,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1b.png,b,,,,,2,2,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1257,UniformityIllusion,2021.1.4,60.29602938324256,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3b.png,b,,,,,2,3,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1257,UniformityIllusion,2021.1.4,60.29602938324256,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1a.png,a,,,,,2,4,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1257,UniformityIllusion,2021.1.4,60.29602938324256,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3a.png,a,,,,,2,5,17,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1257,UniformityIllusion,2021.1.4,60.29602938324256,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1a.png,a,,,,,3,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1257,UniformityIllusion,2021.1.4,60.29602938324256,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1b.png,b,,,,,3,1,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1257,UniformityIllusion,2021.1.4,60.29602938324256,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2a.png,a,,,,,3,2,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1257,UniformityIllusion,2021.1.4,60.29602938324256,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3a.png,a,,,,,3,3,21,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1257,UniformityIllusion,2021.1.4,60.29602938324256,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2b.png,b,,,,,3,4,22,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1257,UniformityIllusion,2021.1.4,60.29602938324256,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3b.png,b,,,,,3,5,23,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1257,UniformityIllusion,2021.1.4,60.29602938324256,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2b.png,b,,,,,4,0,24,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1257,UniformityIllusion,2021.1.4,60.29602938324256,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3b.png,b,,,,,4,1,25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1257,UniformityIllusion,2021.1.4,60.29602938324256,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1a.png,a,,,,,4,2,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1257,UniformityIllusion,2021.1.4,60.29602938324256,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2a.png,a,,,,,4,3,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1257,UniformityIllusion,2021.1.4,60.29602938324256,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1b.png,b,,,,,4,4,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1257,UniformityIllusion,2021.1.4,60.29602938324256,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3a.png,a,,,,,4,5,29,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1257,UniformityIllusion,2021.1.4,60.29602938324256,
