startImage,endImage,AB,PracticeTrialsLoop.thisRepN,PracticeTrialsLoop.thisTrialN,PracticeTrialsLoop.thisN,PracticeTrialsLoop.thisIndex,TestTrialsLoop.thisRepN,TestTrialsLoop.thisTrialN,TestTrialsLoop.thisN,TestTrialsLoop.thisIndex,WelcomeText.started,WelcomeText.stopped,DepressionQuestionnaire.index,DepressionQuestionnaire.itemText,DepressionQuestionnaire.type,DepressionQuestionnaire.response,DepressionQuestionnaire.rt,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,instructionsText.started,instructionsText.stopped,nextScreen.keys,nextScreen.rt,nextScreen.started,nextScreen.stopped,hasPeriphery.started,hasPeriphery.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,noPeriphery.started,noPeriphery.stopped,text.started,text.stopped,hasPeriphery_2.started,hasPeriphery_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,noPeriphery_2.started,noPeriphery_2.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,8.830130300018936,None,Sadness,test,choice,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1315,UniformityIllusion,2021.1.4,60.30046515718843,
,,,,,,,,,,,,,,,,,,10.896349100017687,None,1,[0.9668949999904726],[0.9668996999971569],11.82911150000291,None,space,3.555778100009775,11.82911150000291,None,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1315,UniformityIllusion,2021.1.4,60.30046515718843,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\4start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\4a.png,a,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,15.61166840000078,None,space,1.7493055000086315,15.61166840000078,None,15.61166840000078,None,15.61166840000078,None,,,,,,,,,,,,001,2021_Jul_09_1315,UniformityIllusion,2021.1.4,60.30046515718843,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3b.png,b,0,1,1,5,,,,,,,,,,,,,,,,,,,,,,,17.695027200010372,None,space,5.6108363999810535,17.695027200010372,None,17.695027200010372,None,17.695027200010372,None,,,,,,,,,,,,001,2021_Jul_09_1315,UniformityIllusion,2021.1.4,60.30046515718843,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1b.png,b,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,23.643453800003044,None,space,0.36579889999120496,23.643453800003044,None,23.643453800003044,None,23.643453800003044,None,,,,,,,,,,,,001,2021_Jul_09_1315,UniformityIllusion,2021.1.4,60.30046515718843,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2b.png,b,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,24.32642590001342,None,space,0.4115118999907281,24.32642590001342,None,24.32642590001342,None,24.32642590001342,None,,,,,,,,,,,,001,2021_Jul_09_1315,UniformityIllusion,2021.1.4,60.30046515718843,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3a.png,a,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,25.043196700018598,None,space,0.25445800001034513,25.043196700018598,None,25.043196700018598,None,25.043196700018598,None,,,,,,,,,,,,001,2021_Jul_09_1315,UniformityIllusion,2021.1.4,60.30046515718843,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1a.png,a,0,5,5,0,,,,,,,,,,,,,,,,,,,,,,,25.560477799997898,None,space,0.1930955999996513,25.560477799997898,None,25.560477799997898,None,25.560477799997898,None,,,,,,,,,,,,001,2021_Jul_09_1315,UniformityIllusion,2021.1.4,60.30046515718843,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2a.png,a,0,6,6,2,,,,,,,,,,,,,,,,,,,,,,,26.093816400010837,None,space,0.11628889999701641,26.093816400010837,None,26.093816400010837,None,26.093816400010837,None,,,,,,,,,,,,001,2021_Jul_09_1315,UniformityIllusion,2021.1.4,60.30046515718843,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\5start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\5a.png,a,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.526570800022455,None,space,0.019522399990819395,26.526570800022455,None,26.526570800022455,None,26.526570800022455,None,,001,2021_Jul_09_1315,UniformityIllusion,2021.1.4,60.30046515718843,
