startImage,midImage,endImage,AB,PracticeTrialsLoop.thisRepN,PracticeTrialsLoop.thisTrialN,PracticeTrialsLoop.thisN,PracticeTrialsLoop.thisIndex,TestTrialsLoop.thisRepN,TestTrialsLoop.thisTrialN,TestTrialsLoop.thisN,TestTrialsLoop.thisIndex,WelcomeText.started,WelcomeText.stopped,DepressionQuestionnaire.index,DepressionQuestionnaire.itemText,DepressionQuestionnaire.type,DepressionQuestionnaire.Scoring,DepressionQuestionnaire.response,DepressionQuestionnaire.rt,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,instructionsText.started,instructionsText.stopped,nextScreen.keys,nextScreen.rt,nextScreen.started,nextScreen.stopped,stimulusInterval,hasPeriphery.started,hasPeriphery.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,noPeriphery.started,noPeriphery.stopped,final.started,final.stopped,blank_screen.started,blank_screen.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,23.62428380000074,None,Sadness,Sadness,choice,"0,1,2,3",None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_29_1136,UniformityIllusion,2021.1.4,74.88241588676132,
,,,,,,,,,,,,,,Pessimism,Pessimism,choice,"0,1,2,3",3: I feel my future is hopeless and will only get worse,3.6106571999998778,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_29_1136,UniformityIllusion,2021.1.4,74.88241588676132,
,,,,,,,,,,,,,,,,,,,,25.718735800000104,None,1,[4.133955500000411],[4.133962100000645],29.812896500000534,None,space,1.358917599999586,29.812896500000534,None,,,,,,,,,,,,,,,,,001,2021_Jul_29_1136,UniformityIllusion,2021.1.4,74.88241588676132,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2a.png,a,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,3,31.42514790000041,None,space,8.67517990000033,31.42514790000041,None,31.42514790000041,None,36.012580000000526,None,39.67957490000026,40.03994330000023,31.42514790000041,None,,001,2021_Jul_29_1136,UniformityIllusion,2021.1.4,74.88241588676132,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3b.png,b,0,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,3,40.573042400000304,50.72067750000042,None,,40.573042400000304,None,40.573042400000304,50.72067750000042,45.573193000000174,None,50.64068810000026,50.88039420000041,40.573042400000304,None,,001,2021_Jul_29_1136,UniformityIllusion,2021.1.4,74.88241588676132,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1a.png,a,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,3,52.840978900000664,None,space,6.756536500000038,52.840978900000664,None,52.840978900000664,None,58.227740400000584,None,59.48159180000039,58.44190740000067,52.840978900000664,None,,001,2021_Jul_29_1136,UniformityIllusion,2021.1.4,74.88241588676132,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2b.png,b,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,3,60.068280100000266,None,space,6.114798800000244,60.068280100000266,None,60.068280100000266,None,64.82844700000078,None,65.89542220000021,66.25560290000067,60.068280100000266,None,,001,2021_Jul_29_1136,UniformityIllusion,2021.1.4,74.88241588676132,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1b.png,b,0,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,3,66.64217210000061,None,space,0.2288683000006131,66.64217210000061,None,66.64217210000061,None,None,None,None,None,66.64217210000061,None,,001,2021_Jul_29_1136,UniformityIllusion,2021.1.4,74.88241588676132,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3a.png,a,0,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,3,67.26901520000047,None,space,0.3373396999995748,67.26901520000047,None,67.26901520000047,None,None,None,None,None,67.26901520000047,None,,001,2021_Jul_29_1136,UniformityIllusion,2021.1.4,74.88241588676132,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\11start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\11a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\11b.png,None,,,,,0,0,0,15,67.7758130000002,None,,,,,,,,,,,,,,,,,,3,70.09601830000065,80.23058830000082,None,,70.09601830000065,None,70.09601830000065,80.23058830000082,75.99075320000065,None,78.99021930000072,79.44365870000001,70.09601830000065,None,,001,2021_Jul_29_1136,UniformityIllusion,2021.1.4,74.88241588676132,
