startImage,midImage,endImage,AB,PracticeTrialsLoop.thisRepN,PracticeTrialsLoop.thisTrialN,PracticeTrialsLoop.thisN,PracticeTrialsLoop.thisIndex,TestTrialsLoop.thisRepN,TestTrialsLoop.thisTrialN,TestTrialsLoop.thisN,TestTrialsLoop.thisIndex,WelcomeText.started,WelcomeText.stopped,DepressionQuestionnaire.index,DepressionQuestionnaire.itemText,DepressionQuestionnaire.type,DepressionQuestionnaire.Scoring,DepressionQuestionnaire.response,DepressionQuestionnaire.rt,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,instructionsText.started,instructionsText.stopped,nextScreen.keys,nextScreen.rt,nextScreen.started,nextScreen.stopped,stimulusInterval,hasPeriphery.started,hasPeriphery.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,noPeriphery.started,noPeriphery.stopped,final.started,final.stopped,blank_screen.started,blank_screen.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,24.992331800000102,None,Sadness,Sadness,choice,"0,1,2,3",None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_29_1249,UniformityIllusion,2021.1.4,None,
,,,,,,,,,,,,,,Pessimism,Pessimism,choice,"0,1,2,3",None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_29_1249,UniformityIllusion,2021.1.4,None,
,,,,,,,,,,,,,,,,,,,,26.099634599999263,None,1,[2.5714822000009008],[2.57148799999959],28.620734399999492,None,space,0.9619705999994039,28.620734399999492,None,,,,,,,,,,,,,,,,,001,2021_Jul_29_1249,UniformityIllusion,2021.1.4,None,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3b.png,b,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,3,29.928964599999745,40.08610579999913,space,10.566923799999131,29.928964599999745,None,29.928964599999745,40.08610579999913,36.21310569999878,None,39.476859099999274,39.99689330000001,29.928964599999745,None,,001,2021_Jul_29_1249,UniformityIllusion,2021.1.4,None,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1a.png,a,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,2,40.963175999999294,51.19588169999952,None,,40.963175999999294,None,40.963175999999294,51.19588169999952,45.68088429999989,None,49.57524430000012,50.20913379999911,40.963175999999294,None,,001,2021_Jul_29_1249,UniformityIllusion,2021.1.4,None,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2a.png,a,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,2,53.195152000000235,63.33547279999948,None,,53.195152000000235,None,53.195152000000235,63.33547279999948,57.17137199999888,None,62.41020359999857,62.971284999999625,53.195152000000235,None,,001,2021_Jul_29_1249,UniformityIllusion,2021.1.4,None,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2b.png,b,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,2,65.44345449999855,75.55827150000005,None,,65.44345449999855,None,65.44345449999855,75.55827150000005,69.39135009999882,None,74.29245300000002,74.75642829999924,65.44345449999855,None,,001,2021_Jul_29_1249,UniformityIllusion,2021.1.4,None,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1b.png,b,0,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,2,75.79160483333338,None,None,,75.79160483333338,None,75.79160483333338,None,None,None,None,None,75.79160483333338,None,,001,2021_Jul_29_1249,UniformityIllusion,2021.1.4,None,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3a.png,a,0,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,3,76.1850574,None,space,5.0411079000004975,76.1850574,None,76.1850574,None,None,None,None,None,76.1850574,None,,001,2021_Jul_29_1249,UniformityIllusion,2021.1.4,None,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\6start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\6a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\6b.png,b,,,,,0,0,0,5,81.42429569999877,None,,,,,,,,,,,,,,,,,,3,83.81205499999851,None,space,4.815979099999822,83.81205499999851,None,83.81205499999851,None,None,None,None,None,83.81205499999851,None,,001,2021_Jul_29_1249,UniformityIllusion,2021.1.4,None,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\11start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\11a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\11b.png,None,,,,,0,1,1,15,,,,,,,,,,,,,,,,,,,,3,89.20700529999885,None,None,,89.20700529999885,None,89.20700529999885,None,None,None,None,None,89.20700529999885,None,,001,2021_Jul_29_1249,UniformityIllusion,2021.1.4,None,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\8start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\8a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\8b.png,None,,,,,0,2,2,9,,,,,,,,,,,,,,,,,,,,2,90.64025879999899,None,None,,90.64025879999899,None,90.64025879999899,None,None,None,None,None,90.64025879999899,None,,001,2021_Jul_29_1249,UniformityIllusion,2021.1.4,None,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\14start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\14a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\14a.png,None,,,,,0,3,3,20,,,,,,,,,,,,,,,,,,,,2,90.92359213333232,None,None,,90.92359213333232,None,90.92359213333232,None,None,None,None,None,90.92359213333232,None,,001,2021_Jul_29_1249,UniformityIllusion,2021.1.4,None,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\6start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\6a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\6a.png,a,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,3,91.20692546666565,None,None,,91.20692546666565,None,91.20692546666565,None,None,None,None,None,91.20692546666565,None,,001,2021_Jul_29_1249,UniformityIllusion,2021.1.4,None,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\10start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\10a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\10b.png,None,,,,,0,5,5,13,,,,,,,,,,,,,,,,,,,,3,91.47359213333232,None,None,,91.47359213333232,None,91.47359213333232,None,None,None,None,None,91.47359213333232,None,,001,2021_Jul_29_1249,UniformityIllusion,2021.1.4,None,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\4start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\4a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\4a.png,a,,,,,0,6,6,0,,,,,,,,,,,,,,,,,,,,3,91.740258799999,None,None,,91.740258799999,None,91.740258799999,None,None,None,None,None,91.740258799999,None,,001,2021_Jul_29_1249,UniformityIllusion,2021.1.4,None,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\9start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\9a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\9a.png,None,,,,,0,7,7,10,,,,,,,,,,,,,,,,,,,,3,91.97359213333232,None,None,,91.97359213333232,None,91.97359213333232,None,None,None,None,None,91.97359213333232,None,,001,2021_Jul_29_1249,UniformityIllusion,2021.1.4,None,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\7start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\7a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\7a.png,None,,,,,0,8,8,6,,,,,,,,,,,,,,,,,,,,2,92.240258799999,None,None,,92.240258799999,None,92.240258799999,None,None,None,None,None,92.240258799999,None,,001,2021_Jul_29_1249,UniformityIllusion,2021.1.4,None,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\15start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\15a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\15b.png,None,,,,,0,9,9,23,,,,,,,,,,,,,,,,,,,,2,92.490258799999,None,None,,92.490258799999,None,92.490258799999,None,None,None,None,None,92.490258799999,None,,001,2021_Jul_29_1249,UniformityIllusion,2021.1.4,None,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\5start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\5a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\5b.png,b,,,,,0,10,10,3,,,,,,,,,,,,,,,,,,,,3,92.75692546666566,None,None,,92.75692546666566,None,92.75692546666566,None,None,None,None,None,92.75692546666566,None,,001,2021_Jul_29_1249,UniformityIllusion,2021.1.4,None,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\7start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\7a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\7b.png,None,,,,,0,11,11,7,,,,,,,,,,,,,,,,,,,,2,93.040258799999,None,None,,93.040258799999,None,93.040258799999,None,None,None,None,None,93.040258799999,None,,001,2021_Jul_29_1249,UniformityIllusion,2021.1.4,None,
