PracticeTrialsLoop.thisRepN,PracticeTrialsLoop.thisTrialN,PracticeTrialsLoop.thisN,PracticeTrialsLoop.thisIndex,WelcomeText.started,WelcomeText.stopped,instructionsText.started,instructionsText.stopped,nextScreen.keys,nextScreen.rt,nextScreen.started,nextScreen.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,32.1091576,None,34.10982359999991,None,space,0.7743179000000282,34.10982359999991,None,ds,001,2021_Jul_06_1600,UniformityIllusion,2021.1.4,None,
