PracticeTrialsLoop.thisRepN,PracticeTrialsLoop.thisTrialN,PracticeTrialsLoop.thisN,PracticeTrialsLoop.thisIndex,WelcomeText.started,WelcomeText.stopped,instructionsText.started,instructionsText.stopped,nextScreen.keys,nextScreen.rt,nextScreen.started,nextScreen.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,13.298650300000077,None,15.298537600000031,None,space,0.051237299999911556,15.298537600000031,None,d,001,2021_Jul_06_1601,UniformityIllusion,2021.1.4,None,
