PracticeTrialsLoop.thisRepN,PracticeTrialsLoop.thisTrialN,PracticeTrialsLoop.thisN,PracticeTrialsLoop.thisIndex,WelcomeText.started,WelcomeText.stopped,instructionsText.started,instructionsText.stopped,nextScreen.keys,nextScreen.rt,nextScreen.started,nextScreen.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,15.516530100023374,None,17.508202300057746,None,space,0.39141419995576143,17.508202300057746,None,x,001,2021_Jul_01_1313,UniformityIllusion,2021.1.4,None,
