1.9404 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
32.3777 	EXP 	noPeriphery_2: autoDraw = False
32.3777 	EXP 	text_2: autoDraw = False
32.3777 	EXP 	hasPeriphery_2: size = array([1.77777778, 1.        ])
32.3777 	EXP 	hasPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\5a.png'
32.3777 	EXP 	noPeriphery_2: size = array([1.77777778, 1.        ])
32.3777 	EXP 	noPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\5start.png'
32.3777 	EXP 	hasPeriphery_2: autoDraw = True
32.3777 	EXP 	hasPeriphery_2: texRes = 128.0
32.3777 	EXP 	noPeriphery_2: autoDraw = True
32.3777 	EXP 	noPeriphery_2: texRes = 128.0
32.3777 	EXP 	text_2: autoDraw = True
32.3777 	EXP 	hasPeriphery_2: autoDraw = False
32.3777 	EXP 	noPeriphery_2: autoDraw = False
32.3777 	EXP 	text_2: autoDraw = False
32.3777 	EXP 	hasPeriphery_2: size = array([1.77777778, 1.        ])
32.3777 	EXP 	hasPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\5b.png'
32.3777 	EXP 	noPeriphery_2: size = array([1.77777778, 1.        ])
32.3777 	EXP 	noPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\5start.png'
32.3777 	EXP 	hasPeriphery_2: autoDraw = True
32.3777 	EXP 	hasPeriphery_2: texRes = 128.0
32.3777 	EXP 	noPeriphery_2: autoDraw = True
32.3777 	EXP 	noPeriphery_2: texRes = 128.0
32.3777 	EXP 	text_2: autoDraw = True
32.3777 	EXP 	hasPeriphery_2: autoDraw = False
32.3777 	EXP 	noPeriphery_2: autoDraw = False
32.3777 	EXP 	text_2: autoDraw = False
32.3777 	EXP 	hasPeriphery_2: size = array([1.77777778, 1.        ])
32.3777 	EXP 	hasPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\6a.png'
32.3777 	EXP 	noPeriphery_2: size = array([1.77777778, 1.        ])
32.3777 	EXP 	noPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\6start.png'
32.3777 	EXP 	hasPeriphery_2: autoDraw = True
32.3777 	EXP 	hasPeriphery_2: texRes = 128.0
32.3777 	EXP 	noPeriphery_2: autoDraw = True
32.3777 	EXP 	noPeriphery_2: texRes = 128.0
32.3777 	EXP 	text_2: autoDraw = True
32.3777 	EXP 	hasPeriphery_2: autoDraw = False
32.3777 	EXP 	noPeriphery_2: autoDraw = False
32.3777 	EXP 	text_2: autoDraw = False
32.3777 	EXP 	hasPeriphery_2: size = array([1.77777778, 1.        ])
32.3777 	EXP 	hasPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\6b.png'
32.3777 	EXP 	noPeriphery_2: size = array([1.77777778, 1.        ])
32.3777 	EXP 	noPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\6start.png'
32.3777 	EXP 	hasPeriphery_2: autoDraw = True
32.3777 	EXP 	hasPeriphery_2: texRes = 128.0
32.3777 	EXP 	noPeriphery_2: autoDraw = True
32.3777 	EXP 	noPeriphery_2: texRes = 128.0
32.3777 	EXP 	text_2: autoDraw = True
32.3777 	EXP 	hasPeriphery_2: autoDraw = False
32.3777 	EXP 	noPeriphery_2: autoDraw = False
32.3777 	EXP 	text_2: autoDraw = False
32.3777 	EXP 	hasPeriphery_2: size = array([1.77777778, 1.        ])
32.3777 	EXP 	hasPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\7a.png'
32.3777 	EXP 	noPeriphery_2: size = array([1.77777778, 1.        ])
32.3777 	EXP 	noPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\7start.png'
32.3777 	EXP 	hasPeriphery_2: autoDraw = True
32.3777 	EXP 	hasPeriphery_2: texRes = 128.0
32.3777 	EXP 	noPeriphery_2: autoDraw = True
32.3777 	EXP 	noPeriphery_2: texRes = 128.0
32.3777 	EXP 	text_2: autoDraw = True
32.3777 	EXP 	hasPeriphery_2: autoDraw = False
32.3777 	EXP 	noPeriphery_2: autoDraw = False
32.3777 	EXP 	text_2: autoDraw = False
32.3777 	EXP 	hasPeriphery_2: size = array([1.77777778, 1.        ])
32.3777 	EXP 	hasPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\7b.png'
32.3777 	EXP 	noPeriphery_2: size = array([1.77777778, 1.        ])
32.3777 	EXP 	noPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\7start.png'
32.3777 	EXP 	hasPeriphery_2: autoDraw = True
32.3777 	EXP 	hasPeriphery_2: texRes = 128.0
32.3777 	EXP 	noPeriphery_2: autoDraw = True
32.3777 	EXP 	noPeriphery_2: texRes = 128.0
32.3777 	EXP 	text_2: autoDraw = True
32.3777 	EXP 	hasPeriphery_2: autoDraw = False
32.3777 	EXP 	noPeriphery_2: autoDraw = False
32.3777 	EXP 	text_2: autoDraw = False
32.3777 	EXP 	hasPeriphery_2: size = array([1.77777778, 1.        ])
32.3777 	EXP 	hasPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\8a.png'
32.3777 	EXP 	noPeriphery_2: size = array([1.77777778, 1.        ])
32.3777 	EXP 	noPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\8start.png'
32.3777 	EXP 	hasPeriphery_2: autoDraw = True
32.3777 	EXP 	hasPeriphery_2: texRes = 128.0
32.3777 	EXP 	noPeriphery_2: autoDraw = True
32.3777 	EXP 	noPeriphery_2: texRes = 128.0
32.3777 	EXP 	text_2: autoDraw = True
32.3777 	EXP 	hasPeriphery_2: autoDraw = False
32.3777 	EXP 	noPeriphery_2: autoDraw = False
32.3777 	EXP 	text_2: autoDraw = False
32.3777 	EXP 	hasPeriphery_2: size = array([1.77777778, 1.        ])
32.3777 	EXP 	hasPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\8b.png'
32.3777 	EXP 	noPeriphery_2: size = array([1.77777778, 1.        ])
32.3777 	EXP 	noPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\8start.png'
32.3777 	EXP 	hasPeriphery_2: autoDraw = True
32.3777 	EXP 	hasPeriphery_2: texRes = 128.0
32.3777 	EXP 	noPeriphery_2: autoDraw = True
32.3777 	EXP 	noPeriphery_2: texRes = 128.0
32.3777 	EXP 	text_2: autoDraw = True
32.3777 	EXP 	hasPeriphery_2: autoDraw = False
32.3777 	EXP 	noPeriphery_2: autoDraw = False
32.3777 	EXP 	text_2: autoDraw = False
32.3777 	EXP 	hasPeriphery_2: size = array([1.77777778, 1.        ])
32.3777 	EXP 	hasPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\9a.png'
32.3777 	EXP 	noPeriphery_2: size = array([1.77777778, 1.        ])
32.3777 	EXP 	noPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\9start.png'
32.3777 	EXP 	hasPeriphery_2: autoDraw = True
32.3777 	EXP 	hasPeriphery_2: texRes = 128.0
32.3777 	EXP 	noPeriphery_2: autoDraw = True
32.3777 	EXP 	noPeriphery_2: texRes = 128.0
32.3777 	EXP 	text_2: autoDraw = True
32.3777 	EXP 	hasPeriphery_2: autoDraw = False
32.3777 	EXP 	noPeriphery_2: autoDraw = False
32.3777 	EXP 	text_2: autoDraw = False
32.3777 	EXP 	hasPeriphery_2: size = array([1.77777778, 1.        ])
32.3777 	EXP 	hasPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\9b.png'
32.3777 	EXP 	noPeriphery_2: size = array([1.77777778, 1.        ])
32.3777 	EXP 	noPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\9start.png'
32.3777 	EXP 	hasPeriphery_2: autoDraw = True
32.3777 	EXP 	hasPeriphery_2: texRes = 128.0
32.3777 	EXP 	noPeriphery_2: autoDraw = True
32.3777 	EXP 	noPeriphery_2: texRes = 128.0
32.3777 	EXP 	text_2: autoDraw = True
32.3777 	EXP 	hasPeriphery_2: autoDraw = False
32.3777 	EXP 	noPeriphery_2: autoDraw = False
32.3777 	EXP 	text_2: autoDraw = False
32.3777 	EXP 	hasPeriphery_2: size = array([1.77777778, 1.        ])
32.3777 	EXP 	hasPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\10a.png'
32.3777 	EXP 	noPeriphery_2: size = array([1.77777778, 1.        ])
32.3777 	EXP 	noPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\10start.png'
32.3777 	EXP 	hasPeriphery_2: autoDraw = True
32.3777 	EXP 	hasPeriphery_2: texRes = 128.0
32.3777 	EXP 	noPeriphery_2: autoDraw = True
32.3777 	EXP 	noPeriphery_2: texRes = 128.0
32.3777 	EXP 	text_2: autoDraw = True
32.3777 	EXP 	hasPeriphery_2: autoDraw = False
32.3777 	EXP 	noPeriphery_2: autoDraw = False
32.3777 	EXP 	text_2: autoDraw = False
32.3777 	EXP 	hasPeriphery_2: size = array([1.77777778, 1.        ])
32.3777 	EXP 	hasPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\10b.png'
32.3777 	EXP 	noPeriphery_2: size = array([1.77777778, 1.        ])
32.3777 	EXP 	noPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\10start.png'
32.3777 	EXP 	hasPeriphery_2: autoDraw = True
32.3777 	EXP 	hasPeriphery_2: texRes = 128.0
32.3777 	EXP 	noPeriphery_2: autoDraw = True
32.3777 	EXP 	noPeriphery_2: texRes = 128.0
32.3777 	EXP 	text_2: autoDraw = True
32.3777 	EXP 	hasPeriphery_2: autoDraw = False
32.3777 	EXP 	noPeriphery_2: autoDraw = False
32.3777 	EXP 	text_2: autoDraw = False
32.3777 	EXP 	hasPeriphery_2: size = array([1.77777778, 1.        ])
32.3777 	EXP 	hasPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\11a.png'
32.3777 	EXP 	noPeriphery_2: size = array([1.77777778, 1.        ])
32.3777 	EXP 	noPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\11start.png'
32.3777 	EXP 	hasPeriphery_2: autoDraw = True
32.3777 	EXP 	hasPeriphery_2: texRes = 128.0
32.3777 	EXP 	noPeriphery_2: autoDraw = True
32.3777 	EXP 	noPeriphery_2: texRes = 128.0
32.3777 	EXP 	text_2: autoDraw = True
32.3777 	EXP 	hasPeriphery_2: autoDraw = False
32.3777 	EXP 	noPeriphery_2: autoDraw = False
32.3777 	EXP 	text_2: autoDraw = False
32.3777 	EXP 	hasPeriphery_2: size = array([1.77777778, 1.        ])
32.3777 	EXP 	hasPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\11b.png'
32.3777 	EXP 	noPeriphery_2: size = array([1.77777778, 1.        ])
32.3777 	EXP 	noPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\11start.png'
32.3777 	EXP 	hasPeriphery_2: autoDraw = True
32.3777 	EXP 	hasPeriphery_2: texRes = 128.0
32.3777 	EXP 	noPeriphery_2: autoDraw = True
32.3777 	EXP 	noPeriphery_2: texRes = 128.0
32.3777 	EXP 	text_2: autoDraw = True
32.3777 	EXP 	hasPeriphery_2: autoDraw = False
32.3777 	EXP 	noPeriphery_2: autoDraw = False
32.3777 	EXP 	text_2: autoDraw = False
32.3777 	EXP 	hasPeriphery_2: size = array([1.77777778, 1.        ])
32.3777 	EXP 	hasPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\12a.png'
32.3777 	EXP 	noPeriphery_2: size = array([1.77777778, 1.        ])
32.3777 	EXP 	noPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\12start.png'
32.3777 	EXP 	hasPeriphery_2: autoDraw = True
32.3777 	EXP 	hasPeriphery_2: texRes = 128.0
32.3777 	EXP 	noPeriphery_2: autoDraw = True
32.3777 	EXP 	noPeriphery_2: texRes = 128.0
32.3777 	EXP 	text_2: autoDraw = True
32.3777 	EXP 	hasPeriphery_2: autoDraw = False
32.3777 	EXP 	noPeriphery_2: autoDraw = False
32.3777 	EXP 	text_2: autoDraw = False
32.3777 	EXP 	hasPeriphery_2: size = array([1.77777778, 1.        ])
32.3777 	EXP 	hasPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\12b.png'
32.3777 	EXP 	noPeriphery_2: size = array([1.77777778, 1.        ])
32.3777 	EXP 	noPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\12start.png'
32.3777 	EXP 	hasPeriphery_2: autoDraw = True
32.3777 	EXP 	hasPeriphery_2: texRes = 128.0
32.3777 	EXP 	noPeriphery_2: autoDraw = True
32.3777 	EXP 	noPeriphery_2: texRes = 128.0
32.3777 	EXP 	text_2: autoDraw = True
32.3777 	EXP 	hasPeriphery_2: autoDraw = False
32.3777 	EXP 	noPeriphery_2: autoDraw = False
32.3777 	EXP 	text_2: autoDraw = False
32.3777 	EXP 	hasPeriphery_2: size = array([1.77777778, 1.        ])
32.3777 	EXP 	hasPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\13a.png'
32.3777 	EXP 	noPeriphery_2: size = array([1.77777778, 1.        ])
32.3777 	EXP 	noPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\13start.png'
32.3777 	EXP 	hasPeriphery_2: autoDraw = True
32.3777 	EXP 	hasPeriphery_2: texRes = 128.0
32.3777 	EXP 	noPeriphery_2: autoDraw = True
32.3777 	EXP 	noPeriphery_2: texRes = 128.0
32.3777 	EXP 	text_2: autoDraw = True
32.3777 	EXP 	hasPeriphery_2: autoDraw = False
32.3777 	EXP 	noPeriphery_2: autoDraw = False
32.3777 	EXP 	text_2: autoDraw = False
32.3777 	EXP 	hasPeriphery_2: size = array([1.77777778, 1.        ])
32.3777 	EXP 	hasPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\13b.png'
32.3777 	EXP 	noPeriphery_2: size = array([1.77777778, 1.        ])
32.3777 	EXP 	noPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\13start.png'
32.3777 	EXP 	hasPeriphery_2: autoDraw = True
32.3777 	EXP 	hasPeriphery_2: texRes = 128.0
32.3777 	EXP 	noPeriphery_2: autoDraw = True
32.3777 	EXP 	noPeriphery_2: texRes = 128.0
32.3777 	EXP 	text_2: autoDraw = True
32.3777 	EXP 	hasPeriphery_2: autoDraw = False
32.3777 	EXP 	noPeriphery_2: autoDraw = False
32.3777 	EXP 	text_2: autoDraw = False
32.3777 	EXP 	hasPeriphery_2: size = array([1.77777778, 1.        ])
32.3777 	EXP 	hasPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\14a.png'
32.3777 	EXP 	noPeriphery_2: size = array([1.77777778, 1.        ])
32.3777 	EXP 	noPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\14start.png'
32.3777 	EXP 	hasPeriphery_2: autoDraw = True
32.3777 	EXP 	hasPeriphery_2: texRes = 128.0
32.3777 	EXP 	noPeriphery_2: autoDraw = True
32.3777 	EXP 	noPeriphery_2: texRes = 128.0
32.3777 	EXP 	text_2: autoDraw = True
32.3777 	EXP 	hasPeriphery_2: autoDraw = False
32.3777 	EXP 	noPeriphery_2: autoDraw = False
32.3777 	EXP 	text_2: autoDraw = False
32.3777 	EXP 	hasPeriphery_2: size = array([1.77777778, 1.        ])
32.3777 	EXP 	hasPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\14b.png'
32.3777 	EXP 	noPeriphery_2: size = array([1.77777778, 1.        ])
32.3777 	EXP 	noPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\14start.png'
32.3777 	EXP 	hasPeriphery_2: autoDraw = True
32.3777 	EXP 	hasPeriphery_2: texRes = 128.0
32.3777 	EXP 	noPeriphery_2: autoDraw = True
32.3777 	EXP 	noPeriphery_2: texRes = 128.0
32.3777 	EXP 	text_2: autoDraw = True
32.3777 	EXP 	hasPeriphery_2: autoDraw = False
32.3777 	EXP 	noPeriphery_2: autoDraw = False
32.3777 	EXP 	text_2: autoDraw = False
32.3777 	EXP 	hasPeriphery_2: size = array([1.77777778, 1.        ])
32.3777 	EXP 	hasPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\15a.png'
32.3777 	EXP 	noPeriphery_2: size = array([1.77777778, 1.        ])
32.3777 	EXP 	noPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\15start.png'
32.3777 	EXP 	hasPeriphery_2: autoDraw = True
32.3777 	EXP 	hasPeriphery_2: texRes = 128.0
32.3777 	EXP 	noPeriphery_2: autoDraw = True
32.3777 	EXP 	noPeriphery_2: texRes = 128.0
32.3777 	EXP 	text_2: autoDraw = True
32.3777 	EXP 	hasPeriphery_2: autoDraw = False
32.3777 	EXP 	noPeriphery_2: autoDraw = False
32.3777 	EXP 	text_2: autoDraw = False
32.3777 	EXP 	hasPeriphery_2: size = array([1.77777778, 1.        ])
32.3777 	EXP 	hasPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\15b.png'
32.3777 	EXP 	noPeriphery_2: size = array([1.77777778, 1.        ])
32.3777 	EXP 	noPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\15start.png'
32.3777 	EXP 	hasPeriphery_2: autoDraw = True
32.3777 	EXP 	hasPeriphery_2: texRes = 128.0
32.3777 	EXP 	noPeriphery_2: autoDraw = True
32.3777 	EXP 	noPeriphery_2: texRes = 128.0
32.3777 	EXP 	text_2: autoDraw = True
32.3777 	EXP 	hasPeriphery_2: autoDraw = False
32.3777 	EXP 	noPeriphery_2: autoDraw = False
32.3777 	EXP 	text_2: autoDraw = False
32.9222 	EXP 	window1: mouseVisible = True
