1.7399 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
15.8996 	EXP 	Created hasPeriphery = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='hasPeriphery', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
15.9071 	EXP 	Created noPeriphery = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='noPeriphery', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
15.9315 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([ 1, -1, -1]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='height', win=Window(...), wrapWidth=1)
15.9565 	EXP 	Created WelcomeText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='WelcomeText', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Welcome to our Study!', units='height', win=Window(...), wrapWidth=1)
15.9617 	EXP 	Created hasPeriphery_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='hasPeriphery_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
15.9643 	EXP 	Created noPeriphery_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='noPeriphery_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
15.9664 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([ 1, -1, -1]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_2', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='height', win=Window(...), wrapWidth=1)
17.0187 	EXP 	unnamed Form: autoLog = True
17.0187 	EXP 	DepressionQuestionnaire: name = 'DepressionQuestionnaire'
17.0187 	EXP 	DepressionQuestionnaire: size = (3.5, 1)
17.0187 	EXP 	DepressionQuestionnaire: size = array([3.5, 1. ])
17.0187 	EXP 	DepressionQuestionnaire: units = 'height'
17.0187 	EXP 	DepressionQuestionnaire: depth = 0
17.0187 	EXP 	WelcomeText: autoDraw = True
18.0229 	EXP 	WelcomeText: autoDraw = False
18.0229 	EXP 	DepressionQuestionnaire: autoDraw = True
20.1902 	DATA 	Mouse: Left button down, pos=(728,99)
20.2354 	EXP 	DepressionQuestionnaire: autoDraw = False
20.2354 	EXP 	instructionsText: autoDraw = True
20.3051 	DATA 	Mouse:  Left button up, pos=(728,99)
21.1350 	EXP 	Imported picPaths.xlsx as conditions, 6 conditions, 3 params
21.1353 	EXP 	Created sequence: sequential, trialTypes=6, nReps=1, seed=None
21.1356 	EXP 	New trial (rep=0, index=0): {'startImage': 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\1start.png', 'endImage': 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\1a.png', 'AB': 'a'}
21.4169 	EXP 	New trial (rep=0, index=1): {'startImage': 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\1start.png', 'endImage': 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\1b.png', 'AB': 'b'}
21.7075 	EXP 	New trial (rep=0, index=2): {'startImage': 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\2start.png', 'endImage': 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\2a.png', 'AB': 'a'}
21.9368 	DATA 	Keypress: space
21.9918 	EXP 	instructionsText: autoDraw = False
21.9918 	EXP 	hasPeriphery: size = array([1.77777778, 1.        ])
21.9918 	EXP 	hasPeriphery: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\1a.png'
21.9918 	EXP 	noPeriphery: size = array([1.77777778, 1.        ])
21.9918 	EXP 	noPeriphery: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\1start.png'
21.9918 	EXP 	hasPeriphery: autoDraw = True
21.9918 	EXP 	hasPeriphery: texRes = 128.0
21.9918 	EXP 	noPeriphery: autoDraw = True
21.9918 	EXP 	noPeriphery: texRes = 128.0
21.9918 	EXP 	text: autoDraw = True
21.9918 	EXP 	hasPeriphery: autoDraw = False
21.9918 	EXP 	noPeriphery: autoDraw = False
21.9918 	EXP 	text: autoDraw = False
21.9918 	EXP 	hasPeriphery: size = array([1.77777778, 1.        ])
21.9918 	EXP 	hasPeriphery: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\1b.png'
21.9918 	EXP 	noPeriphery: size = array([1.77777778, 1.        ])
21.9918 	EXP 	noPeriphery: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\1start.png'
21.9918 	EXP 	hasPeriphery: autoDraw = True
21.9918 	EXP 	hasPeriphery: texRes = 128.0
21.9918 	EXP 	noPeriphery: autoDraw = True
21.9918 	EXP 	noPeriphery: texRes = 128.0
21.9918 	EXP 	text: autoDraw = True
21.9918 	EXP 	hasPeriphery: autoDraw = False
21.9918 	EXP 	noPeriphery: autoDraw = False
21.9918 	EXP 	text: autoDraw = False
21.9918 	EXP 	hasPeriphery: size = array([1.77777778, 1.        ])
21.9918 	EXP 	hasPeriphery: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\2a.png'
21.9918 	EXP 	noPeriphery: size = array([1.77777778, 1.        ])
21.9918 	EXP 	noPeriphery: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\2start.png'
21.9918 	EXP 	hasPeriphery: autoDraw = True
21.9918 	EXP 	hasPeriphery: texRes = 128.0
21.9918 	EXP 	noPeriphery: autoDraw = True
21.9918 	EXP 	noPeriphery: texRes = 128.0
21.9918 	EXP 	text: autoDraw = True
22.1510 	EXP 	hasPeriphery: texRes = 128.0
22.1510 	EXP 	noPeriphery: texRes = 128.0
22.2725 	EXP 	New trial (rep=0, index=3): {'startImage': 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\2start.png', 'endImage': 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\2b.png', 'AB': 'b'}
22.4517 	EXP 	New trial (rep=0, index=4): {'startImage': 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\3start.png', 'endImage': 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\3a.png', 'AB': 'a'}
22.6657 	EXP 	New trial (rep=0, index=5): {'startImage': 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\3start.png', 'endImage': 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\3b.png', 'AB': 'b'}
22.8911 	EXP 	hasPeriphery: texRes = 128.0
22.8911 	EXP 	noPeriphery: texRes = 128.0
22.8911 	EXP 	hasPeriphery: autoDraw = False
22.8911 	EXP 	noPeriphery: autoDraw = False
22.8911 	EXP 	text: autoDraw = False
22.8911 	EXP 	hasPeriphery: size = array([1.77777778, 1.        ])
22.8911 	EXP 	hasPeriphery: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\2b.png'
22.8911 	EXP 	noPeriphery: size = array([1.77777778, 1.        ])
22.8911 	EXP 	noPeriphery: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\2start.png'
22.8911 	EXP 	hasPeriphery: autoDraw = True
22.8911 	EXP 	hasPeriphery: texRes = 128.0
22.8911 	EXP 	noPeriphery: autoDraw = True
22.8911 	EXP 	noPeriphery: texRes = 128.0
22.8911 	EXP 	text: autoDraw = True
22.8911 	EXP 	hasPeriphery: autoDraw = False
22.8911 	EXP 	noPeriphery: autoDraw = False
22.8911 	EXP 	text: autoDraw = False
22.8911 	EXP 	hasPeriphery: size = array([1.77777778, 1.        ])
22.8911 	EXP 	hasPeriphery: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\3a.png'
22.8911 	EXP 	noPeriphery: size = array([1.77777778, 1.        ])
22.8911 	EXP 	noPeriphery: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\3start.png'
22.8911 	EXP 	hasPeriphery: autoDraw = True
22.8911 	EXP 	hasPeriphery: texRes = 128.0
22.8911 	EXP 	noPeriphery: autoDraw = True
22.8911 	EXP 	noPeriphery: texRes = 128.0
22.8911 	EXP 	text: autoDraw = True
22.8911 	EXP 	hasPeriphery: autoDraw = False
22.8911 	EXP 	noPeriphery: autoDraw = False
22.8911 	EXP 	text: autoDraw = False
22.8911 	EXP 	hasPeriphery: size = array([1.77777778, 1.        ])
22.8911 	EXP 	hasPeriphery: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\3b.png'
22.8911 	EXP 	noPeriphery: size = array([1.77777778, 1.        ])
22.8911 	EXP 	noPeriphery: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\3start.png'
22.8911 	EXP 	hasPeriphery: autoDraw = True
22.8911 	EXP 	hasPeriphery: texRes = 128.0
22.8911 	EXP 	noPeriphery: autoDraw = True
22.8911 	EXP 	noPeriphery: texRes = 128.0
22.8911 	EXP 	text: autoDraw = True
22.8911 	EXP 	hasPeriphery: autoDraw = False
22.8911 	EXP 	noPeriphery: autoDraw = False
22.8911 	EXP 	text: autoDraw = False
22.8911 	EXP 	WelcomeText: autoDraw = True
24.9097 	EXP 	Imported picPaths.xlsx as conditions, 24 conditions, 3 params
24.9104 	EXP 	Created sequence: sequential, trialTypes=24, nReps=1, seed=None
24.9112 	EXP 	New trial (rep=0, index=0): {'startImage': 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\4start.png', 'endImage': 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\4a.png', 'AB': 'a'}
25.1442 	EXP 	New trial (rep=0, index=1): {'startImage': 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\4start.png', 'endImage': 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\4b.png', 'AB': 'b'}
25.3788 	EXP 	New trial (rep=0, index=2): {'startImage': 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\5start.png', 'endImage': 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\5a.png', 'AB': 'a'}
25.6749 	EXP 	New trial (rep=0, index=3): {'startImage': 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\5start.png', 'endImage': 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\5b.png', 'AB': 'b'}
25.9489 	EXP 	New trial (rep=0, index=4): {'startImage': 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\6start.png', 'endImage': 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\6a.png', 'AB': 'a'}
26.2110 	EXP 	New trial (rep=0, index=5): {'startImage': 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\6start.png', 'endImage': 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\6b.png', 'AB': 'b'}
26.4539 	EXP 	New trial (rep=0, index=6): {'startImage': 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\7start.png', 'endImage': 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\7a.png', 'AB': None}
26.8035 	EXP 	WelcomeText: autoDraw = False
26.8035 	EXP 	hasPeriphery_2: size = array([1.77777778, 1.        ])
26.8035 	EXP 	hasPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\4a.png'
26.8035 	EXP 	noPeriphery_2: size = array([1.77777778, 1.        ])
26.8035 	EXP 	noPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\4start.png'
26.8035 	EXP 	hasPeriphery_2: autoDraw = True
26.8035 	EXP 	hasPeriphery_2: texRes = 128.0
26.8035 	EXP 	noPeriphery_2: autoDraw = True
26.8035 	EXP 	noPeriphery_2: texRes = 128.0
26.8035 	EXP 	text_2: autoDraw = True
26.8035 	EXP 	hasPeriphery_2: autoDraw = False
26.8035 	EXP 	noPeriphery_2: autoDraw = False
26.8035 	EXP 	text_2: autoDraw = False
26.8035 	EXP 	hasPeriphery_2: size = array([1.77777778, 1.        ])
26.8035 	EXP 	hasPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\4b.png'
26.8035 	EXP 	noPeriphery_2: size = array([1.77777778, 1.        ])
26.8035 	EXP 	noPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\4start.png'
26.8035 	EXP 	hasPeriphery_2: autoDraw = True
26.8035 	EXP 	hasPeriphery_2: texRes = 128.0
26.8035 	EXP 	noPeriphery_2: autoDraw = True
26.8035 	EXP 	noPeriphery_2: texRes = 128.0
26.8035 	EXP 	text_2: autoDraw = True
26.8035 	EXP 	hasPeriphery_2: autoDraw = False
26.8035 	EXP 	noPeriphery_2: autoDraw = False
26.8035 	EXP 	text_2: autoDraw = False
26.8035 	EXP 	hasPeriphery_2: size = array([1.77777778, 1.        ])
26.8035 	EXP 	hasPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\5a.png'
26.8035 	EXP 	noPeriphery_2: size = array([1.77777778, 1.        ])
26.8035 	EXP 	noPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\5start.png'
26.8035 	EXP 	hasPeriphery_2: autoDraw = True
26.8035 	EXP 	hasPeriphery_2: texRes = 128.0
26.8035 	EXP 	noPeriphery_2: autoDraw = True
26.8035 	EXP 	noPeriphery_2: texRes = 128.0
26.8035 	EXP 	text_2: autoDraw = True
26.8035 	EXP 	hasPeriphery_2: autoDraw = False
26.8035 	EXP 	noPeriphery_2: autoDraw = False
26.8035 	EXP 	text_2: autoDraw = False
26.8035 	EXP 	hasPeriphery_2: size = array([1.77777778, 1.        ])
26.8035 	EXP 	hasPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\5b.png'
26.8035 	EXP 	noPeriphery_2: size = array([1.77777778, 1.        ])
26.8035 	EXP 	noPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\5start.png'
26.8035 	EXP 	hasPeriphery_2: autoDraw = True
26.8035 	EXP 	hasPeriphery_2: texRes = 128.0
26.8035 	EXP 	noPeriphery_2: autoDraw = True
26.8035 	EXP 	noPeriphery_2: texRes = 128.0
26.8035 	EXP 	text_2: autoDraw = True
26.8035 	EXP 	hasPeriphery_2: autoDraw = False
26.8035 	EXP 	noPeriphery_2: autoDraw = False
26.8035 	EXP 	text_2: autoDraw = False
26.8035 	EXP 	hasPeriphery_2: size = array([1.77777778, 1.        ])
26.8035 	EXP 	hasPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\6a.png'
26.8035 	EXP 	noPeriphery_2: size = array([1.77777778, 1.        ])
26.8035 	EXP 	noPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\6start.png'
26.8035 	EXP 	hasPeriphery_2: autoDraw = True
26.8035 	EXP 	hasPeriphery_2: texRes = 128.0
26.8035 	EXP 	noPeriphery_2: autoDraw = True
26.8035 	EXP 	noPeriphery_2: texRes = 128.0
26.8035 	EXP 	text_2: autoDraw = True
26.8035 	EXP 	hasPeriphery_2: autoDraw = False
26.8035 	EXP 	noPeriphery_2: autoDraw = False
26.8035 	EXP 	text_2: autoDraw = False
26.8035 	EXP 	hasPeriphery_2: size = array([1.77777778, 1.        ])
26.8035 	EXP 	hasPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\6b.png'
26.8035 	EXP 	noPeriphery_2: size = array([1.77777778, 1.        ])
26.8035 	EXP 	noPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\6start.png'
26.8035 	EXP 	hasPeriphery_2: autoDraw = True
26.8035 	EXP 	hasPeriphery_2: texRes = 128.0
26.8035 	EXP 	noPeriphery_2: autoDraw = True
26.8035 	EXP 	noPeriphery_2: texRes = 128.0
26.8035 	EXP 	text_2: autoDraw = True
26.8035 	EXP 	hasPeriphery_2: autoDraw = False
26.8035 	EXP 	noPeriphery_2: autoDraw = False
26.8035 	EXP 	text_2: autoDraw = False
26.8035 	EXP 	hasPeriphery_2: size = array([1.77777778, 1.        ])
26.8035 	EXP 	hasPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\7a.png'
26.8035 	EXP 	noPeriphery_2: size = array([1.77777778, 1.        ])
26.8035 	EXP 	noPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\7start.png'
26.8035 	EXP 	hasPeriphery_2: autoDraw = True
26.8035 	EXP 	hasPeriphery_2: texRes = 128.0
26.8035 	EXP 	noPeriphery_2: autoDraw = True
26.8035 	EXP 	noPeriphery_2: texRes = 128.0
26.8035 	EXP 	text_2: autoDraw = True
27.0214 	EXP 	hasPeriphery_2: texRes = 128.0
27.0214 	EXP 	noPeriphery_2: texRes = 128.0
27.2389 	EXP 	hasPeriphery_2: texRes = 128.0
27.2389 	EXP 	noPeriphery_2: texRes = 128.0
27.4788 	EXP 	hasPeriphery_2: texRes = 128.0
27.4788 	EXP 	noPeriphery_2: texRes = 128.0
27.7174 	EXP 	hasPeriphery_2: texRes = 128.0
27.7174 	EXP 	noPeriphery_2: texRes = 128.0
27.9332 	EXP 	hasPeriphery_2: texRes = 128.0
27.9332 	EXP 	noPeriphery_2: texRes = 128.0
28.2026 	EXP 	hasPeriphery_2: texRes = 128.0
28.2026 	EXP 	noPeriphery_2: texRes = 128.0
28.4177 	EXP 	hasPeriphery_2: texRes = 128.0
28.4177 	EXP 	noPeriphery_2: texRes = 128.0
28.6673 	EXP 	hasPeriphery_2: texRes = 128.0
28.6673 	EXP 	noPeriphery_2: texRes = 128.0
28.9006 	EXP 	hasPeriphery_2: texRes = 128.0
28.9006 	EXP 	noPeriphery_2: texRes = 128.0
29.0633 	EXP 	New trial (rep=0, index=7): {'startImage': 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\7start.png', 'endImage': 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\7b.png', 'AB': None}
29.3731 	DATA 	Keypress: space
29.4171 	EXP 	hasPeriphery_2: texRes = 128.0
29.4171 	EXP 	noPeriphery_2: texRes = 128.0
29.4171 	EXP 	hasPeriphery_2: autoDraw = False
29.4171 	EXP 	noPeriphery_2: autoDraw = False
29.4171 	EXP 	text_2: autoDraw = False
29.4171 	EXP 	hasPeriphery_2: size = array([1.77777778, 1.        ])
29.4171 	EXP 	hasPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\7b.png'
29.4171 	EXP 	noPeriphery_2: size = array([1.77777778, 1.        ])
29.4171 	EXP 	noPeriphery_2: image = 'C:\\Users\\hesselmann\\Desktop\\PsychoPyUniformityIllusion\\UniformityIllusionPsychoPy\\Pics\\7start.png'
29.4171 	EXP 	hasPeriphery_2: autoDraw = True
29.4171 	EXP 	hasPeriphery_2: texRes = 128.0
29.4171 	EXP 	noPeriphery_2: autoDraw = True
29.4171 	EXP 	noPeriphery_2: texRes = 128.0
29.4171 	EXP 	text_2: autoDraw = True
29.5996 	EXP 	hasPeriphery_2: texRes = 128.0
29.5996 	EXP 	noPeriphery_2: texRes = 128.0
29.8061 	EXP 	hasPeriphery_2: texRes = 128.0
