startImage,endImage,AB,PracticeTrialsLoop.thisRepN,PracticeTrialsLoop.thisTrialN,PracticeTrialsLoop.thisN,PracticeTrialsLoop.thisIndex,WelcomeText.started,WelcomeText.stopped,DepressionQuestionnaire.index,DepressionQuestionnaire.itemText,DepressionQuestionnaire.type,DepressionQuestionnaire.Scoring,DepressionQuestionnaire.response,DepressionQuestionnaire.rt,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,instructionsText.started,instructionsText.stopped,nextScreen.keys,nextScreen.rt,nextScreen.started,nextScreen.stopped,stimulusInterval,hasPeriphery.started,hasPeriphery.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,noPeriphery.started,noPeriphery.stopped,blank_screen.started,blank_screen.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,7.133852099999785,None,Sadness,Sadness,choice,"0,1,2,3",None,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_28_1051,UniformityIllusion,2021.1.4,59.74854227610065,
,,,,,,,,,Pessimism,Pessimism,choice,"0,1,2,3",None,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_28_1051,UniformityIllusion,2021.1.4,59.74854227610065,
,,,,,,,,,,,,,,,9.217492499970831,None,1,[0.9653464000439271],[0.9653502999572083],10.150121700018644,None,space,0.30941840005107224,10.150121700018644,None,,,,,,,,,,,,,,,001,2021_Jul_28_1051,UniformityIllusion,2021.1.4,59.74854227610065,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1a.png,a,0,0,0,0,,,,,,,,,,,,,,,,,,,,2,10.716727399965748,None,space,5.43192799994722,10.716727399965748,None,10.716727399965748,None,14.849022199981846,15.132514199940488,10.716727399965748,None,,001,2021_Jul_28_1051,UniformityIllusion,2021.1.4,59.74854227610065,
,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
