startImage,endImage,AB,PracticeTrialsLoop.thisRepN,PracticeTrialsLoop.thisTrialN,PracticeTrialsLoop.thisN,PracticeTrialsLoop.thisIndex,TestTrialsLoop.thisRepN,TestTrialsLoop.thisTrialN,TestTrialsLoop.thisN,TestTrialsLoop.thisIndex,WelcomeText.started,WelcomeText.stopped,DepressionQuestionnaire.index,DepressionQuestionnaire.itemText,DepressionQuestionnaire.type,DepressionQuestionnaire.response,DepressionQuestionnaire.rt,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,instructionsText.started,instructionsText.stopped,nextScreen.keys,nextScreen.rt,nextScreen.started,nextScreen.stopped,hasPeriphery.started,hasPeriphery.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,noPeriphery.started,noPeriphery.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,76.50070679999772,None,Sadness,test,choice,None,None,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_09_1251,UniformityIllusion,2021.1.4,60.2961020961071,
,,,,,,,,,,,,,,,,,,78.56667390000075,None,1,[2.632744999980787],[2.632749699987471],81.14930389999063,None,space,9.968642000021646,81.14930389999063,None,,,,,,,,,,,,001,2021_Jul_09_1251,UniformityIllusion,2021.1.4,60.2961020961071,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3a.png,a,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,91.33098189998418,None,space,6.067253700020956,91.33098189998418,None,91.33098189998418,None,91.33098189998418,None,,001,2021_Jul_09_1251,UniformityIllusion,2021.1.4,60.2961020961071,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2b.png,b,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,97.63025619997643,None,space,5.912218799989205,97.63025619997643,None,97.63025619997643,None,97.63025619997643,None,,001,2021_Jul_09_1251,UniformityIllusion,2021.1.4,60.2961020961071,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2a.png,a,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,103.82900030000019,None,space,2.5942729999951553,103.82900030000019,None,103.82900030000019,None,103.82900030000019,None,,001,2021_Jul_09_1251,UniformityIllusion,2021.1.4,60.2961020961071,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3b.png,b,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,106.74435179997818,None,space,0.9585846000118181,106.74435179997818,None,106.74435179997818,None,106.74435179997818,None,,001,2021_Jul_09_1251,UniformityIllusion,2021.1.4,60.2961020961071,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3a.png,a,1,0,4,2,,,,,,,,,,,,,,,,,,,,,,,107.97745419997955,None,space,0.3015542999783065,107.97745419997955,None,107.97745419997955,None,107.97745419997955,None,,001,2021_Jul_09_1251,UniformityIllusion,2021.1.4,60.2961020961071,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2b.png,b,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,108.64436249999562,None,space,0.09901750000426546,108.64436249999562,None,108.64436249999562,None,108.64436249999562,None,,001,2021_Jul_09_1251,UniformityIllusion,2021.1.4,60.2961020961071,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2a.png,a,1,2,6,0,,,,,,,,,,,,,,,,,,,,,,,109.01154289999977,None,space,0.44385199999669567,109.01154289999977,None,109.01154289999977,None,109.01154289999977,None,,001,2021_Jul_09_1251,UniformityIllusion,2021.1.4,60.2961020961071,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3b.png,b,1,3,7,3,,,,,,,,,,,,,,,,,,,,,,,109.77784549997887,None,space,0.0692358999804128,109.77784549997887,None,109.77784549997887,None,109.77784549997887,None,,001,2021_Jul_09_1251,UniformityIllusion,2021.1.4,60.2961020961071,
